normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,symboling
'\'B2of10\'',toyota,gas,std,four,hatchback,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',2bbl,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B1of10\'','\'B3of10\'','\'B5of10\'','\'B6of10\'','\'B1of10\'',0
'\'B2of10\'',toyota,diesel,std,four,sedan,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',idi,'\'B6of10\'','\'B7of10\'','\'B10of10\'','\'B1of10\'','\'B2of10\'','\'B6of10\'','\'B6of10\'','\'B1of10\'',0
'\'B2of10\'',toyota,diesel,std,four,hatchback,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',idi,'\'B6of10\'','\'B7of10\'','\'B10of10\'','\'B1of10\'','\'B2of10\'','\'B7of10\'','\'B9of10\'','\'B1of10\'',0
'\'B2of10\'',toyota,gas,std,four,sedan,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',2bbl,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B1of10\'','\'B3of10\'','\'B7of10\'','\'B9of10\'','\'B1of10\'',0
'\'B2of10\'',toyota,gas,std,four,hatchback,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',2bbl,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B1of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B1of10\'',0
'\'B2of10\'',toyota,gas,std,four,sedan,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',2bbl,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B1of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'',0
'\'B6of10\'',toyota,gas,std,two,sedan,rwd,front,'\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',2bbl,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B1of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B1of10\'',1
'\'B6of10\'',toyota,gas,std,two,hatchback,rwd,front,'\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',2bbl,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B1of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B1of10\'',1
'\'B6of10\'',toyota,gas,std,two,sedan,rwd,front,'\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'',dohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B10of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',1
'\'B6of10\'',toyota,gas,std,two,hatchback,rwd,front,'\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'',dohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B10of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',1
'\'B4of10\'',toyota,gas,std,two,hardtop,rwd,front,'\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B8of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B1of10\'',2
'\'B4of10\'',toyota,gas,std,two,hardtop,rwd,front,'\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B8of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',2
'\'B4of10\'',toyota,gas,std,two,hatchback,rwd,front,'\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B8of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',2
'\'B4of10\'',toyota,gas,std,two,hardtop,rwd,front,'\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B8of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',2
'\'B4of10\'',toyota,gas,std,two,hatchback,rwd,front,'\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B8of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',2
'\'B4of10\'',toyota,gas,std,two,convertible,rwd,front,'\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B8of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'',2
'\'B1of10\'',toyota,gas,std,four,sedan,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'',ohc,four,'\'B3of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B1of10\'','\'B5of10\'','\'B5of10\'','\'B1of10\'',-1
'\'B1of10\'',toyota,diesel,turbo,four,sedan,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',idi,'\'B6of10\'','\'B7of10\'','\'B10of10\'','\'B2of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'',-1
'\'B1of10\'',toyota,gas,std,four,hatchback,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'',ohc,four,'\'B3of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B1of10\'','\'B4of10\'','\'B5of10\'','\'B2of10\'',-1
'\'B1of10\'',toyota,gas,std,four,sedan,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'',ohc,four,'\'B3of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B1of10\'','\'B4of10\'','\'B5of10\'','\'B2of10\'',-1
'\'B1of10\'',toyota,gas,std,four,hatchback,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'',ohc,four,'\'B3of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B1of10\'','\'B4of10\'','\'B5of10\'','\'B2of10\'',-1
'\'B7of10\'',toyota,gas,std,two,hatchback,rwd,front,'\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'',dohc,six,'\'B5of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'',3
'\'B7of10\'',toyota,gas,std,two,hatchback,rwd,front,'\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'',dohc,six,'\'B5of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'',3
'\'B2of10\'',toyota,gas,std,four,sedan,rwd,front,'\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'',dohc,six,'\'B5of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'',-1
'\'B3of10\'',toyota,gas,std,four,wagon,rwd,front,'\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'',dohc,six,'\'B4of10\'',mpfi,'\'B6of10\'','\'B7of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'',-1
'\'B3of10\'',volkswagen,diesel,std,two,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',idi,'\'B4of10\'','\'B7of10\'','\'B10of10\'','\'B1of10\'','\'B3of10\'','\'B7of10\'','\'B8of10\'','\'B1of10\'',2
'\'B3of10\'',volkswagen,gas,std,two,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B1of10\'',2
'\'B2of10\'',volkswagen,diesel,std,four,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',idi,'\'B4of10\'','\'B7of10\'','\'B10of10\'','\'B1of10\'','\'B3of10\'','\'B7of10\'','\'B8of10\'','\'B1of10\'',2
'\'B2of10\'',volkswagen,gas,std,four,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B1of10\'',2
'\'B2of10\'',volkswagen,gas,std,four,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B1of10\'',2
'\'B2of10\'',volkswagen,diesel,turbo,four,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',idi,'\'B4of10\'','\'B7of10\'','\'B10of10\'','\'B1of10\'','\'B2of10\'','\'B7of10\'','\'B7of10\'','\'B2of10\'',2
'\'B2of10\'',volkswagen,gas,std,four,sedan,fwd,front,'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B2of10\'',2
'\'B3of10\'',volkswagen,gas,std,two,convertible,fwd,front,'\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B7of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B1of10\'','\'B2of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',3
'\'B10of10\'',volkswagen,gas,std,two,hatchback,fwd,front,'\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B3of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B1of10\'','\'B2of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',3
'\'B3of10\'',volkswagen,gas,std,four,sedan,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'',ohc,five,'\'B3of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B1of10\'','\'B3of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'',0
'\'B3of10\'',volkswagen,diesel,turbo,four,sedan,fwd,front,'\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'',ohc,four,'\'B2of10\'',idi,'\'B4of10\'','\'B7of10\'','\'B10of10\'','\'B1of10\'','\'B2of10\'','\'B6of10\'','\'B6of10\'','\'B3of10\'',0
'\'B3of10\'',volkswagen,gas,std,four,wagon,fwd,front,'\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'',ohc,four,'\'B2of10\'',mpfi,'\'B5of10\'','\'B7of10\'','\'B2of10\'','\'B2of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'',0
'\'B2of10\'',volvo,gas,std,four,sedan,rwd,front,'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B8of10\'','\'B6of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B3of10\'','\'B4of10\'','\'B2of10\'',-2
'\'B1of10\'',volvo,gas,std,four,wagon,rwd,front,'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B9of10\'','\'B6of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'',-1
'\'B2of10\'',volvo,gas,std,four,sedan,rwd,front,'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B8of10\'','\'B6of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'',-2
'\'B1of10\'',volvo,gas,std,four,wagon,rwd,front,'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B9of10\'','\'B7of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'',-1
'\'B2of10\'',volvo,gas,turbo,four,sedan,rwd,front,'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'',ohc,four,'\'B3of10\'',mpfi,'\'B8of10\'','\'B6of10\'','\'B1of10\'','\'B5of10\'','\'B4of10\'','\'B2of10\'','\'B2of10\'','\'B4of10\'',-2
'\'B1of10\'',volvo,gas,turbo,four,wagon,rwd,front,'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B9of10\'','\'B7of10\'',ohc,four,'\'B3of10\'',mpfi,'\'B8of10\'','\'B6of10\'','\'B1of10\'','\'B5of10\'','\'B4of10\'','\'B2of10\'','\'B2of10\'','\'B4of10\'',-1
'\'B2of10\'',volvo,gas,std,four,sedan,rwd,front,'\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'',-1
'\'B2of10\'',volvo,gas,turbo,four,sedan,rwd,front,'\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B4of10\'',-1
'\'B2of10\'',volvo,gas,std,four,sedan,rwd,front,'\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'',ohcv,six,'\'B5of10\'',mpfi,'\'B8of10\'','\'B4of10\'','\'B2of10\'','\'B4of10\'','\'B6of10\'','\'B2of10\'','\'B2of10\'','\'B5of10\'',-1
'\'B2of10\'',volvo,diesel,turbo,four,sedan,rwd,front,'\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'',ohc,six,'\'B4of10\'',idi,'\'B4of10\'','\'B7of10\'','\'B10of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'','\'B5of10\'',-1
'\'B2of10\'',volvo,gas,turbo,four,sedan,rwd,front,'\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'',ohc,four,'\'B4of10\'',mpfi,'\'B9of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B5of10\'',-1
