x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
4,6,6,4,5,4,6,2,5,7,6,6,3,6,3,4,H
2,2,2,2,1,5,5,5,3,5,4,6,2,6,2,5,O
2,4,4,6,1,5,7,1,2,5,8,6,1,8,1,6,Y
6,7,8,6,4,6,4,2,5,7,3,6,3,6,3,6,K
6,8,5,4,4,5,4,2,2,6,4,5,3,6,6,5,G
2,4,3,3,1,4,6,4,7,4,5,8,1,5,3,6,C
3,3,3,2,2,5,6,4,3,5,4,5,4,6,2,5,N
4,6,6,4,4,5,5,2,4,4,4,5,2,6,7,6,X
4,8,4,6,2,3,8,7,2,6,4,3,2,7,3,6,P
2,5,4,4,2,6,8,2,5,5,8,6,2,8,1,6,T
3,2,4,3,3,5,8,2,2,4,6,6,5,8,1,6,W
4,3,4,4,2,5,5,10,2,3,4,6,4,6,1,6,N
2,5,2,4,2,4,5,6,4,5,4,5,2,6,6,7,B
5,7,6,6,6,6,4,5,3,5,4,6,4,6,6,2,A
4,4,5,4,6,6,5,4,3,5,4,6,5,6,6,3,B
2,5,2,4,2,4,5,6,4,5,4,5,2,6,6,7,B
2,4,3,3,1,6,4,2,4,10,4,6,1,4,1,5,J
2,4,4,2,2,7,4,2,4,7,3,5,2,6,3,8,B
5,7,7,6,4,7,5,2,6,8,2,5,2,6,3,6,X
2,2,2,2,1,4,7,2,3,7,6,4,1,6,2,5,F
1,1,1,1,1,5,5,8,1,5,4,6,2,6,1,6,H
4,7,4,6,2,4,5,5,7,4,4,10,1,6,3,6,C
4,8,4,6,2,5,7,1,2,5,8,6,1,8,1,6,Y
2,3,4,2,2,4,5,2,6,8,5,6,2,6,3,6,E
5,9,6,5,4,5,6,2,4,7,3,6,4,4,3,5,K
4,6,6,5,4,4,5,2,5,7,6,7,2,6,3,4,H
2,1,2,2,2,5,5,4,4,4,4,4,2,6,4,6,B
2,4,4,3,3,5,6,2,3,5,6,6,4,7,2,4,A
2,2,3,2,2,6,5,2,4,7,2,4,2,5,2,6,R
3,4,4,6,6,6,4,4,1,5,4,5,6,6,4,5,P
4,6,6,4,4,6,7,4,4,4,4,4,2,6,6,3,Z
6,6,6,4,2,2,8,2,2,8,8,6,5,8,1,5,W
2,4,4,5,1,4,10,1,4,6,8,5,1,6,1,6,T
3,5,4,4,2,5,5,4,8,4,4,6,2,6,6,6,Z
3,7,4,5,6,6,5,2,3,4,4,6,5,6,5,4,K
2,5,4,4,2,4,8,3,4,9,4,2,1,6,2,6,P
4,6,6,4,3,4,6,1,6,7,6,6,2,6,3,5,X
4,7,4,5,3,4,6,5,6,9,6,7,2,8,2,5,C
2,1,3,2,2,4,6,4,4,5,6,6,2,6,1,6,U
3,7,4,6,4,6,5,8,1,4,4,6,4,6,1,6,N
2,3,3,2,2,7,5,1,6,7,2,5,2,5,2,6,X
3,7,3,6,3,6,6,4,6,4,4,4,1,4,6,5,S
2,1,2,2,1,4,7,3,4,7,6,4,1,7,2,4,F
4,6,4,5,3,6,4,9,4,6,8,6,2,6,1,6,U
2,2,2,1,1,4,7,4,3,6,5,3,1,6,2,5,P
3,4,4,5,2,5,5,3,3,5,4,6,2,6,3,6,X
2,4,3,4,2,5,6,4,2,5,6,8,2,6,4,5,Q
2,2,4,2,2,6,4,2,4,7,4,7,2,6,2,6,K
7,10,6,6,6,6,5,3,4,6,4,5,6,5,7,6,B
2,5,4,4,5,6,6,3,3,5,4,4,3,6,6,4,D
5,6,6,5,6,5,6,4,2,5,5,6,7,7,7,5,G
2,4,3,3,3,4,6,5,3,5,4,4,2,6,4,4,B
2,2,3,2,1,4,8,2,5,8,6,3,1,7,2,4,T
2,3,3,2,2,6,4,2,6,8,4,6,1,6,4,6,Z
3,6,4,4,2,4,6,5,7,4,5,8,1,4,3,6,C
2,5,3,4,1,6,6,3,2,4,9,6,2,7,1,6,V
4,7,5,6,4,4,4,5,4,4,4,8,2,7,4,5,G
4,6,5,4,6,6,5,4,4,4,5,6,6,4,2,5,M
3,8,4,6,3,4,5,6,5,5,4,5,2,6,6,7,B
4,6,5,5,4,4,5,5,4,5,4,6,4,5,2,5,N
7,7,6,6,6,4,8,3,2,6,5,5,7,8,3,4,W
2,2,2,1,1,5,6,4,3,5,4,5,3,6,1,5,N
3,3,4,4,2,4,5,2,1,4,1,6,2,5,1,5,A
3,6,4,5,4,6,5,5,2,6,4,5,3,5,5,7,R
3,3,3,2,2,3,6,4,5,8,7,6,2,6,2,4,U
2,2,2,2,2,5,5,4,3,6,4,5,2,5,2,7,R
2,2,2,3,2,5,5,4,5,5,4,6,2,6,4,7,E
4,7,5,4,3,8,2,2,2,7,2,6,4,3,1,6,M
1,5,1,3,1,5,5,3,3,5,4,6,1,6,1,6,I
4,5,5,4,5,5,6,6,3,5,4,6,3,6,6,3,A
3,5,4,4,2,4,6,4,1,5,6,6,6,6,1,6,W
3,7,4,6,2,6,5,2,4,10,4,6,1,5,1,5,J
2,2,2,2,1,5,3,2,5,6,2,7,1,5,2,6,L
3,4,4,5,2,5,6,6,6,5,6,6,2,6,3,6,O
1,4,1,3,1,5,5,1,5,5,4,6,1,6,2,6,I
1,1,1,1,1,4,5,5,1,5,4,8,2,6,2,8,K
4,6,6,4,4,4,5,2,3,7,6,7,6,4,2,6,M
7,9,6,5,3,5,7,4,4,2,4,8,4,8,2,4,N
2,6,4,4,2,7,3,2,2,6,2,7,2,4,2,6,A
3,4,4,3,4,6,6,4,2,4,5,6,4,7,2,6,G
4,4,5,3,4,5,6,3,3,4,3,6,5,5,4,5,N
3,6,3,4,2,1,9,3,2,8,7,5,1,6,2,4,F
1,1,2,1,1,6,6,2,2,5,8,6,2,8,1,6,V
3,4,4,3,2,4,5,4,4,6,5,7,2,6,3,6,G
4,5,5,4,4,4,4,3,4,5,4,8,3,7,5,7,C
7,6,6,8,4,5,6,2,2,5,8,4,3,7,5,4,Y
4,8,6,6,6,6,2,5,4,6,6,5,2,7,4,2,Y
3,3,4,2,2,3,8,2,2,6,6,5,4,8,1,5,W
2,8,2,6,1,10,2,5,4,10,1,7,1,5,1,6,J
3,4,4,3,2,6,7,2,4,10,4,3,2,7,2,6,F
4,5,4,4,4,5,3,3,4,4,2,5,2,5,4,5,Q
3,6,4,5,2,4,8,2,2,6,8,6,1,8,1,6,Y
4,6,5,4,6,5,4,2,3,4,4,6,6,4,5,5,K
3,4,4,3,3,5,6,4,4,5,3,4,2,5,5,7,H
5,7,6,6,7,4,6,2,3,6,5,6,6,7,5,3,N
2,6,2,5,4,5,6,6,4,5,4,5,2,5,6,6,B
3,7,4,5,3,5,4,6,4,5,4,6,2,6,2,6,O
2,4,4,3,2,6,6,3,2,4,9,6,2,7,1,6,V
6,6,6,5,4,2,6,4,6,7,6,6,2,6,2,4,U
4,5,4,4,4,5,6,4,3,6,4,6,2,7,6,7,F
6,7,8,6,4,6,5,2,4,7,3,4,5,6,2,5,N
2,1,3,2,2,5,6,2,6,4,4,5,2,6,4,5,X
3,7,4,5,5,5,5,2,4,5,5,7,3,6,6,6,E
2,2,2,4,1,1,1,4,4,1,1,5,1,6,1,6,L
4,7,5,5,6,6,4,6,3,6,4,6,2,6,6,2,A
2,1,2,2,2,6,5,4,4,5,4,6,2,6,2,5,H
1,1,2,1,1,6,5,5,3,5,4,6,2,6,2,6,O
3,8,4,6,3,6,6,2,4,9,3,3,2,7,2,6,F
4,6,4,5,2,5,5,10,2,3,4,6,4,6,1,6,N
2,1,2,2,2,6,6,4,3,5,4,5,2,6,6,6,S
3,8,2,4,2,7,5,4,2,9,3,6,2,6,3,6,I
2,5,4,4,2,3,2,5,5,1,2,3,1,4,1,4,L
1,5,2,4,1,9,2,6,3,10,2,8,1,4,1,6,J
3,5,4,4,4,6,6,2,3,5,5,6,4,5,3,4,A
4,6,6,6,6,4,3,3,4,4,3,5,3,4,4,4,Q
3,5,4,4,4,6,4,3,4,5,4,4,5,8,4,4,N
6,6,6,4,4,2,7,2,2,8,8,6,5,7,1,5,W
2,5,4,4,4,4,6,3,2,6,7,7,4,6,3,4,N
4,7,4,6,4,6,4,3,4,6,4,5,2,5,3,4,J
1,1,1,1,1,5,5,2,4,4,4,6,1,6,5,6,S
3,6,4,4,6,6,6,4,3,5,4,4,3,6,6,4,D
2,3,2,2,1,4,7,1,4,6,8,6,1,8,2,5,Y
2,1,2,1,1,6,5,5,4,5,4,6,2,6,2,6,O
4,4,4,6,4,6,6,5,2,3,5,8,2,6,4,7,Q
3,5,4,8,8,6,4,4,1,5,4,5,5,6,5,7,P
2,6,3,4,4,4,4,2,4,5,5,7,3,7,6,6,E
3,5,4,4,3,6,4,2,6,8,4,6,3,5,4,7,E
2,6,3,5,2,5,5,6,5,4,4,6,2,5,4,8,G
3,8,4,6,4,6,5,4,5,7,4,4,2,6,2,6,D
4,6,6,5,5,6,5,3,4,7,2,5,2,4,3,8,R
3,6,3,4,2,2,8,2,2,7,8,6,2,7,1,5,V
4,5,4,4,4,5,6,2,4,4,4,6,3,6,7,6,X
4,6,6,6,7,4,6,3,2,5,4,6,7,6,4,4,M
6,8,6,5,4,1,6,2,2,6,8,6,6,6,1,4,W
4,7,5,6,4,7,4,2,6,8,3,6,2,6,4,8,E
2,6,4,4,2,4,8,2,6,6,8,6,1,8,1,5,T
2,4,3,2,2,5,5,6,4,5,4,6,2,6,2,6,O
2,3,4,2,2,3,8,2,2,6,8,5,2,8,1,6,V
2,5,4,4,2,6,4,2,5,8,4,6,2,6,4,8,E
5,8,6,6,6,6,6,4,4,7,4,4,4,6,4,8,D
2,6,2,4,2,10,2,3,3,9,1,6,1,5,1,6,J
1,1,1,1,1,8,2,4,2,8,4,8,1,5,1,6,J
2,6,3,5,3,6,5,5,4,5,4,4,2,6,6,6,S
2,4,3,4,1,4,10,1,4,6,8,5,1,6,1,6,T
4,6,5,4,5,6,5,1,4,6,4,4,4,7,3,4,F
3,6,4,5,2,2,4,4,8,5,5,10,1,6,5,5,E
4,7,4,6,2,3,6,4,6,8,8,6,2,6,2,4,U
10,10,10,6,5,6,8,4,3,3,4,7,8,9,2,4,M
2,1,2,2,1,5,6,4,3,5,4,5,3,6,1,4,N
3,4,4,4,4,5,5,3,4,4,4,5,2,6,6,6,J
2,2,3,1,2,4,6,2,4,7,6,6,2,6,2,4,H
3,5,4,4,4,6,6,2,5,5,4,6,1,6,6,6,Z
5,8,6,4,3,6,6,2,6,8,4,5,3,8,3,6,X
4,6,6,5,5,7,4,2,4,7,3,4,2,6,4,7,B
3,7,4,6,4,5,4,6,4,5,6,7,2,7,6,5,S
3,6,4,4,4,5,4,5,3,5,4,6,2,6,6,3,A
1,1,1,1,1,4,7,4,1,6,4,4,1,6,2,6,P
4,8,4,6,6,6,6,4,2,4,5,6,8,8,4,5,O
2,1,2,1,1,6,5,4,3,4,4,6,2,6,2,6,Q
1,1,2,1,1,4,8,6,2,6,4,3,1,6,2,6,P
3,5,4,4,3,7,5,2,4,8,2,4,2,5,3,7,R
3,6,2,8,2,6,6,2,2,8,4,4,2,6,4,7,J
2,4,4,3,4,6,6,4,3,4,6,6,4,6,2,5,W
4,6,5,4,3,5,7,1,6,8,6,4,2,7,3,3,T
3,4,4,4,4,5,6,4,4,5,6,8,4,6,5,6,E
3,6,3,5,3,5,6,2,8,6,4,6,1,6,5,5,Z
3,4,4,3,4,5,6,4,2,5,5,6,5,8,5,6,G
3,4,4,4,3,6,6,4,4,5,4,6,2,6,6,6,I
7,9,7,6,4,4,6,2,2,5,7,5,6,8,1,4,W
5,9,5,5,3,7,3,2,4,7,2,5,4,5,3,8,D
2,2,4,2,2,5,4,2,3,6,5,6,5,4,1,6,M
2,4,3,3,3,6,5,3,4,6,4,4,2,6,4,6,B
2,3,3,2,1,3,8,2,2,6,8,5,2,7,1,5,V
3,5,4,4,4,5,5,4,4,5,4,7,4,6,2,6,H
2,3,3,2,2,4,3,1,6,6,2,8,1,5,2,6,L
2,2,2,1,1,6,4,2,5,7,3,6,2,6,2,6,X
4,6,6,4,5,6,6,2,5,6,2,6,3,4,3,8,R
2,2,2,2,2,5,4,4,2,5,5,6,4,4,1,6,M
1,4,1,5,1,5,5,3,3,5,4,6,1,6,1,6,I
4,6,4,5,4,4,6,4,5,6,6,6,3,9,6,4,T
4,6,5,4,4,5,4,7,4,4,3,4,3,5,3,6,N
3,4,4,3,3,6,6,2,3,4,5,5,4,6,3,4,A
4,6,4,3,2,8,2,3,4,8,2,7,2,6,4,9,Q
3,8,4,6,2,4,5,8,6,5,4,4,2,6,3,6,D
2,7,4,6,3,8,2,2,2,6,2,6,2,4,2,6,A
1,1,1,1,1,5,5,5,3,4,4,5,1,6,4,6,B
4,4,4,2,2,3,6,4,6,7,6,6,2,6,2,4,U
4,6,4,4,2,5,5,8,2,5,6,6,6,4,1,6,M
2,3,3,2,2,6,5,2,4,7,3,5,2,5,2,7,R
2,1,2,2,2,6,5,5,4,5,4,6,2,7,6,6,S
4,5,5,4,3,4,8,5,2,8,4,2,1,7,2,6,P
5,9,4,5,3,7,4,4,4,8,3,6,4,5,4,6,G
4,6,5,4,5,5,6,4,3,6,4,6,3,7,6,8,F
5,8,4,4,2,5,6,2,6,8,4,4,2,7,4,4,F
6,9,6,5,3,5,5,2,5,6,6,6,4,8,2,5,K
4,5,4,4,4,4,7,3,2,6,5,5,4,8,2,4,W
3,6,4,4,2,3,8,6,2,7,4,3,1,7,3,6,P
1,8,1,6,1,5,5,3,3,5,4,6,1,6,1,6,I
4,6,4,4,2,2,8,4,3,8,8,5,2,7,1,6,V
4,7,6,6,4,4,6,3,6,8,6,6,2,6,4,4,E
3,3,4,2,2,5,8,2,2,4,6,6,6,8,1,6,W
1,1,1,1,1,2,8,3,2,8,6,4,1,6,2,6,F
6,10,5,6,3,6,4,3,4,2,6,4,4,4,2,4,U
2,2,4,2,2,6,5,2,6,8,3,5,2,5,2,6,X
3,6,4,8,4,6,6,6,2,3,5,8,3,6,4,6,Q
1,6,1,4,1,5,5,3,3,5,4,6,1,6,1,6,I
3,4,3,5,2,3,8,6,2,7,4,3,1,7,3,6,P
6,8,5,4,3,6,5,4,4,7,3,6,4,4,4,8,R
1,6,1,4,1,5,5,4,2,5,4,6,1,6,1,6,I
2,1,2,2,2,4,6,4,4,6,5,3,1,6,3,5,P
3,4,4,3,4,6,4,3,2,4,4,6,4,6,4,8,G
6,10,6,6,4,8,3,4,6,8,2,7,3,3,6,8,Z
2,1,2,2,2,4,5,3,5,5,4,8,2,6,3,7,K
4,8,3,4,2,5,5,5,4,8,4,6,2,6,4,6,C
1,1,1,1,1,5,5,3,3,5,4,6,1,6,1,6,I
4,6,4,4,2,6,4,3,6,8,3,6,2,6,4,8,S
5,8,7,6,10,7,4,4,2,5,4,5,8,7,2,3,W
2,4,3,3,3,5,5,2,4,4,4,6,2,6,2,6,K
2,4,4,3,2,6,5,3,4,6,3,5,2,5,3,7,R
3,5,4,4,4,4,4,3,4,4,4,8,2,6,4,7,K
4,7,5,6,2,3,6,4,6,8,7,8,2,6,2,4,C
2,4,3,3,2,6,5,2,4,7,4,4,2,6,3,6,B
6,8,7,6,5,4,5,4,6,6,4,6,6,6,4,1,U
3,4,4,6,6,5,6,4,1,6,4,5,4,7,4,8,P
2,3,3,2,1,3,8,2,5,8,7,4,1,8,2,4,Y
2,3,4,4,3,5,3,4,2,4,3,4,3,4,5,5,H
2,7,3,6,3,5,6,2,8,6,4,6,1,6,5,5,Z
4,6,4,4,2,3,5,6,1,5,4,8,3,6,2,8,K
4,7,6,5,7,6,5,3,3,4,5,6,6,6,4,5,U
2,5,4,4,3,6,6,2,5,5,4,6,1,6,7,6,Z
1,1,1,1,1,8,3,4,2,8,3,7,1,5,1,6,J
3,5,4,4,3,5,4,3,4,6,4,5,4,4,3,4,J
4,8,4,6,2,3,6,6,2,5,3,8,3,6,2,8,K
2,3,3,2,2,3,8,2,5,8,7,4,1,7,2,3,Y
3,5,4,4,2,5,3,2,6,5,2,6,1,4,2,6,L
1,1,2,1,1,5,5,8,1,4,4,6,3,6,1,6,N
2,2,4,2,2,5,4,4,4,4,5,5,6,4,2,5,M
4,5,5,6,4,7,7,2,2,5,5,6,2,7,6,6,H
3,6,3,5,2,1,2,3,4,1,1,5,1,6,1,6,L
3,6,4,4,2,6,6,3,1,5,6,6,6,6,1,6,W
4,7,6,6,9,6,4,4,2,5,4,6,8,7,3,6,W
3,6,2,3,2,6,4,4,2,6,4,6,2,7,5,5,G
3,5,4,4,4,6,4,5,2,5,4,5,3,4,4,6,R
2,1,4,2,2,5,8,2,2,5,6,6,5,8,1,6,W
4,7,5,6,4,6,3,6,4,4,3,6,2,6,2,6,Q
4,8,5,6,4,4,5,6,5,4,3,4,2,6,3,6,D
4,8,4,6,4,4,5,5,4,5,4,8,2,6,2,6,H
2,6,3,4,3,4,6,2,4,7,6,4,2,7,2,4,F
3,8,4,6,2,5,6,3,2,5,10,6,2,6,1,6,V
4,8,3,4,2,4,5,4,2,6,5,6,4,7,4,6,O
2,3,2,2,1,4,6,5,5,6,6,9,1,7,3,7,C
3,7,4,6,4,3,7,2,4,7,7,4,2,7,2,4,F
1,2,2,1,1,4,6,4,4,6,5,9,1,6,2,7,C
3,5,3,4,2,2,8,3,2,8,8,5,2,7,1,5,V
5,6,5,4,3,4,5,5,6,6,5,6,4,8,4,2,U
2,6,4,4,2,4,8,2,3,6,8,6,2,7,1,6,V
2,5,4,4,2,7,8,2,2,4,8,6,1,8,1,6,Y
1,1,1,1,1,5,5,2,3,5,4,6,2,6,3,6,X
4,6,6,4,4,7,6,2,4,9,3,4,2,6,2,6,F
2,3,2,2,2,5,6,4,3,5,4,4,4,6,2,4,N
3,6,4,4,3,7,4,3,4,7,2,5,2,5,3,8,R
2,4,4,3,3,6,5,4,4,5,4,4,2,6,5,7,B
3,6,4,4,4,5,6,4,4,5,4,7,4,6,2,6,H
2,3,4,2,1,5,8,2,2,5,8,6,2,7,1,6,V
2,5,4,4,3,8,4,1,4,6,3,4,2,6,3,6,I
4,6,5,7,5,6,6,3,4,5,4,6,3,4,6,6,J
5,8,4,4,2,6,4,3,6,7,3,6,2,4,6,6,Q
1,1,2,1,1,5,6,2,1,5,6,6,4,7,1,6,W
3,7,3,5,3,2,6,4,6,5,4,9,1,6,5,6,E
2,5,4,4,3,6,8,4,3,4,4,5,2,6,4,3,Z
2,3,3,2,2,6,5,2,4,7,4,5,2,6,3,6,B
4,7,4,5,4,4,5,4,4,6,6,8,2,6,3,6,G
4,4,6,6,3,8,6,4,2,4,6,6,6,6,1,6,W
4,6,6,6,6,5,5,3,5,5,4,6,3,5,5,4,D
6,7,5,4,2,5,7,4,2,8,3,3,3,6,3,6,P
5,8,6,6,4,6,4,2,6,8,4,7,2,6,5,6,Z
3,6,4,4,3,7,4,2,4,7,2,5,2,5,3,8,R
5,8,4,4,2,4,7,2,6,9,5,4,2,6,3,2,T
4,5,5,4,3,8,4,2,4,6,2,4,6,4,2,6,M
6,8,4,4,2,5,6,4,6,7,4,7,1,6,5,6,E
3,4,4,6,2,1,10,4,3,9,7,4,1,6,2,4,F
6,5,4,8,4,6,6,4,4,3,8,4,3,8,4,5,Y
2,2,2,2,1,5,7,1,5,5,8,6,1,8,2,6,Y
2,5,3,4,2,5,4,10,2,5,6,6,2,6,1,6,H
3,5,4,4,4,5,8,1,2,5,6,6,4,8,1,6,W
3,4,4,3,3,4,4,6,4,4,4,6,2,6,3,7,L
1,1,1,1,1,5,5,3,3,5,4,6,1,6,1,6,I
4,6,4,5,4,4,4,4,4,6,4,8,3,6,4,5,G
4,6,5,5,4,6,6,5,4,5,4,4,2,6,2,4,H
2,4,3,3,3,5,5,4,2,5,4,7,3,6,5,5,G
3,6,4,4,2,2,8,6,1,7,4,2,1,7,3,6,P
4,8,3,4,2,6,4,4,4,9,4,6,2,6,3,6,I
4,6,4,5,3,4,4,5,4,6,5,8,2,5,4,6,G
4,6,4,4,2,4,8,3,2,8,4,2,2,7,4,4,P
2,6,3,4,2,5,5,3,10,6,4,6,1,6,6,6,Z
3,6,4,4,4,5,6,4,4,5,4,5,2,5,4,6,R
2,1,2,2,2,5,6,4,4,5,5,4,4,6,1,4,N
1,1,1,1,1,8,3,4,2,8,3,7,1,5,1,6,J
4,5,4,4,3,2,6,4,5,7,6,6,2,6,2,4,U
3,5,4,4,2,3,6,4,5,7,6,6,2,6,2,4,U
2,4,4,3,1,6,4,3,5,10,5,9,1,5,1,5,J
2,3,4,2,2,5,5,2,4,7,4,6,2,6,2,6,H
3,4,4,3,2,6,5,3,6,8,4,6,2,6,4,6,S
3,6,4,4,4,4,5,5,4,5,4,5,2,5,2,6,N
3,6,4,4,3,6,5,2,6,4,4,5,2,6,5,5,X
3,5,3,4,2,2,7,2,4,8,8,5,2,8,2,4,Y
4,6,4,5,3,3,6,4,5,8,6,10,2,6,2,5,C
2,4,3,3,2,7,2,2,2,6,2,6,2,4,2,6,A
4,6,5,4,4,7,4,2,4,7,3,5,3,5,4,7,B
2,4,3,3,3,6,4,7,1,4,6,6,4,4,1,6,M
4,8,6,6,2,4,6,4,2,6,10,6,2,6,1,6,V
3,4,4,3,3,5,5,5,5,5,4,4,2,6,2,5,D
3,4,4,3,4,5,4,4,3,4,4,6,4,4,5,8,K
2,2,2,2,2,6,5,2,4,7,4,5,2,6,3,7,B
2,4,3,3,2,6,7,2,4,4,8,6,2,8,2,6,Y
1,2,2,2,1,8,2,2,2,7,2,6,1,4,2,6,A
2,3,3,5,2,6,5,4,6,3,4,6,1,6,6,5,S
3,3,3,4,2,2,6,4,8,5,4,10,1,6,5,5,E
2,3,3,2,1,4,6,4,5,8,6,7,1,7,2,5,C
4,4,4,6,2,4,5,8,6,5,4,4,2,6,3,6,D
2,3,4,2,2,4,6,2,6,8,5,6,2,6,3,4,E
2,1,2,1,1,5,5,7,1,5,6,6,4,4,1,6,M
2,2,3,2,2,6,5,5,4,5,4,6,2,6,6,6,S
3,6,4,4,3,6,6,4,3,5,4,6,2,6,7,5,Z
4,8,4,6,4,5,4,5,3,7,4,7,4,5,3,5,O
4,7,6,6,6,6,6,3,4,5,5,6,4,7,6,8,S
4,6,5,4,2,6,4,2,6,8,2,5,2,6,3,6,X
2,3,3,2,2,5,8,2,2,5,6,6,4,8,1,6,W
2,6,4,4,1,4,6,3,2,6,10,6,2,6,1,6,V
2,5,4,4,2,5,7,1,4,4,8,6,2,8,1,6,Y
3,5,4,4,3,5,6,6,4,4,5,9,3,5,3,6,C
2,4,4,2,2,6,5,2,6,8,4,6,2,6,4,7,E
3,4,4,3,6,6,5,4,2,5,4,6,6,8,2,5,W
2,4,3,2,2,5,2,1,2,4,2,6,2,4,2,6,A
5,6,6,4,6,6,5,2,4,6,4,6,6,4,2,6,M
2,4,2,3,2,5,6,5,4,5,5,5,2,6,2,5,O
2,4,3,5,3,6,5,5,2,4,4,7,2,6,4,7,Q
2,4,2,3,2,3,3,4,5,2,2,4,1,4,1,4,L
2,4,2,2,2,4,7,3,4,7,6,4,2,7,2,4,F
3,6,3,4,2,2,9,6,2,8,5,2,1,7,3,6,P
3,5,4,4,3,4,4,4,4,4,4,5,2,5,3,5,G
5,7,6,6,4,4,6,2,6,8,6,4,2,7,5,4,Z
1,1,1,1,1,2,8,3,2,8,6,4,1,6,2,5,F
2,3,3,2,2,5,5,5,3,6,4,6,2,6,2,6,O
6,8,6,4,2,4,3,4,4,3,6,5,4,5,2,5,U
2,6,4,4,2,8,3,3,4,10,2,6,1,5,1,6,J
3,4,4,4,4,4,5,2,4,5,5,6,2,6,6,6,X
6,8,5,6,4,2,8,2,2,7,8,6,2,7,1,6,V
4,4,4,3,2,3,6,4,6,7,6,6,2,6,2,4,U
1,5,2,4,1,8,2,6,2,8,4,9,1,4,1,6,J
2,4,4,6,1,4,10,1,4,6,8,5,1,6,1,6,T
3,8,4,6,3,5,6,6,6,6,3,4,2,4,6,6,S
3,4,4,3,3,6,6,3,4,6,4,5,2,4,3,7,R
2,2,3,2,2,6,8,2,2,4,6,5,4,7,1,6,W
4,8,5,6,4,8,4,2,5,8,2,5,3,5,3,6,D
2,1,2,2,1,6,4,5,3,4,4,6,2,6,2,6,Q
3,4,4,3,4,6,6,4,3,6,4,5,4,6,4,2,N
1,2,2,2,1,5,3,1,5,5,2,7,1,5,2,6,L
4,4,4,3,3,6,4,4,4,4,5,5,7,4,3,4,M
2,6,2,4,1,1,1,4,4,1,1,5,1,6,1,6,L
2,4,2,2,1,4,6,4,5,8,6,8,1,7,2,5,C
3,7,4,5,4,6,5,4,5,4,4,4,2,6,5,7,B
2,5,3,3,1,4,7,2,2,5,8,6,1,8,1,6,Y
2,4,2,3,2,6,5,4,6,5,5,5,1,6,5,6,Z
2,5,2,4,1,9,2,5,4,10,2,8,1,5,1,6,J
2,3,4,4,2,4,3,2,2,4,1,5,2,5,2,5,A
2,2,2,3,2,6,5,4,2,6,5,6,2,6,2,6,Q
2,3,3,4,2,4,6,6,6,5,4,5,2,6,6,7,B
2,2,2,2,2,5,6,3,1,5,6,7,2,6,3,6,Q
2,6,4,4,2,5,4,6,5,4,4,6,2,5,4,8,G
3,4,4,6,2,5,3,2,2,5,1,6,2,4,2,6,A
2,2,2,3,1,10,2,4,4,9,2,7,1,6,1,6,J
2,4,3,2,2,6,5,2,5,8,4,5,1,6,3,6,S
4,4,4,3,2,4,7,2,6,8,6,3,1,7,2,3,T
4,8,5,6,4,5,5,6,4,4,5,8,4,5,4,5,O
2,3,3,2,2,8,2,2,2,6,2,6,2,4,2,6,A
3,6,4,4,3,6,6,3,4,6,3,6,2,4,4,8,R
4,6,5,5,6,6,4,3,2,4,4,7,5,5,5,9,G
2,2,3,2,2,6,5,3,4,6,3,5,2,5,3,7,R
2,4,3,3,2,5,5,2,4,7,4,4,2,6,4,6,B
3,6,4,4,3,6,4,2,5,7,2,6,3,5,4,8,K
3,5,4,4,2,4,6,2,4,10,5,6,1,4,1,5,J
2,5,4,4,2,6,7,2,4,3,8,6,2,8,2,5,Y
2,6,3,4,2,4,6,1,5,9,5,6,1,6,1,5,I
6,8,6,4,3,1,6,3,2,8,8,6,5,7,1,5,W
4,4,5,3,3,6,4,3,4,6,3,6,2,6,3,6,O
5,6,6,6,6,5,6,3,4,5,5,5,3,5,7,7,I
2,3,4,2,2,3,6,2,5,7,7,7,2,6,2,4,K
2,4,3,3,2,6,4,3,4,7,3,4,2,6,2,6,D
2,6,3,4,1,5,5,3,3,5,4,6,2,6,3,6,X
4,5,5,4,4,4,5,4,5,5,4,6,3,4,4,4,D
2,6,3,4,2,3,6,6,2,5,3,8,3,6,2,7,K
4,6,6,5,6,5,6,4,2,5,5,6,5,8,5,5,G
4,5,4,6,4,7,8,4,2,2,6,8,2,7,5,7,Q
3,6,4,4,4,4,6,4,4,6,5,3,2,7,3,5,P
6,10,4,6,3,6,2,2,2,5,3,8,4,4,3,5,A
2,4,2,4,2,6,6,4,2,6,6,7,2,6,4,6,Q
2,2,2,3,2,4,6,5,6,6,6,9,1,6,3,7,C
1,1,1,2,1,5,5,1,4,5,4,6,1,6,2,6,I
4,6,4,5,2,5,3,10,4,5,9,6,2,6,1,6,U
3,6,4,4,3,6,5,6,4,6,4,6,2,6,2,6,O
2,1,2,1,2,5,5,4,5,5,4,4,2,6,2,5,D
5,8,4,4,2,6,8,4,3,3,4,7,4,7,2,4,N
2,2,3,4,1,6,7,2,2,4,8,6,1,8,1,6,Y
2,6,3,4,2,5,5,3,9,6,4,6,1,6,6,6,Z
2,4,3,2,2,5,3,1,6,6,2,7,1,5,2,6,L
3,6,5,4,2,4,8,2,3,6,8,6,2,7,1,6,V
2,4,2,3,2,6,3,2,1,6,2,6,2,4,1,6,A
