COMPACTNESS,CIRCULARITY,'DISTANCE CIRCULARITY','RADIUS RATIO','PR.AXIS ASPECT RATIO','MAX.LENGTH ASPECT RATIO','SCATTER RATIO',ELONGATEDNESS,'PR.AXIS RECTANGULARITY','MAX.LENGTH RECTANGULARITY ','SCALED VARIANCE ALONG MAJOR AXIS','SCALED VARIANCE ALONG MINOR AXIS','SCALED RADIUS OF GYRATION','SKEWNESS ABOUT MAJOR AXIS','SKEWNESS ABOUT MINOR AXIS','KURTOSIS ABOUT MINOR AXIS','KURTOSIS ABOUT MAJOR AXIS','HOLLOWS RATIO',class
3,4,5,3,2,1,3,6,2,4,3,2,4,2,1,1,3,3,bus
5,6,6,3,2,1,4,4,3,5,4,3,6,2,6,1,4,4,opel
8,8,9,4,2,2,7,2,6,7,6,7,6,2,5,6,4,6,opel
8,7,9,5,2,2,7,2,5,6,6,6,7,2,3,4,5,6,saab
5,6,6,4,2,2,4,4,4,5,4,4,6,2,7,1,7,7,opel
5,4,6,3,2,2,2,7,1,4,2,2,4,1,8,3,9,10,van
6,8,9,4,1,2,7,2,6,7,5,6,7,2,2,1,4,5,opel
9,9,9,5,2,2,7,2,6,8,5,6,8,2,8,4,4,6,saab
2,4,5,7,7,10,2,7,1,4,6,2,4,6,2,3,5,6,van
5,1,3,2,2,1,1,9,1,2,1,1,1,1,3,5,7,8,van
5,7,6,2,1,2,4,5,3,6,3,3,5,3,5,2,3,4,van
5,4,8,5,2,2,5,4,4,4,4,4,3,2,1,8,6,7,opel
7,9,9,5,2,1,8,1,7,7,7,7,8,3,5,4,4,2,bus
6,9,9,5,2,2,6,2,5,7,5,5,9,2,2,3,4,5,saab
7,5,9,4,2,2,6,2,5,5,5,5,5,2,4,2,6,7,saab
8,8,10,5,2,2,7,2,7,8,6,7,6,2,5,6,5,8,saab
5,5,5,4,3,2,3,5,2,4,3,3,5,2,4,1,8,9,bus
6,8,10,6,3,2,8,2,7,7,6,7,7,2,4,7,4,6,opel
6,4,7,4,2,2,5,4,4,4,4,4,3,1,1,2,7,8,saab
5,5,5,5,3,1,4,4,3,5,3,3,6,2,4,2,7,7,bus
7,8,10,3,1,2,7,2,7,7,6,7,7,2,5,7,4,6,opel
7,8,9,5,2,2,7,2,6,8,5,6,8,2,6,3,4,6,saab
4,2,5,3,2,2,4,4,3,3,4,3,3,2,1,7,5,6,opel
7,9,10,6,3,2,7,2,6,8,6,7,8,2,2,6,5,7,saab
5,5,7,3,3,2,3,6,3,6,3,3,5,2,8,3,4,5,van
7,5,9,4,2,2,6,3,5,5,5,5,4,1,3,3,6,7,opel
5,5,7,3,2,2,4,5,3,6,3,3,4,2,1,2,5,6,van
4,2,5,2,1,2,2,8,1,3,2,1,1,2,1,3,5,4,van
7,6,10,5,2,2,6,2,5,5,5,5,5,1,1,7,6,8,saab
5,5,4,4,3,1,3,5,2,4,3,3,4,2,3,2,9,9,bus
3,2,5,2,1,1,1,8,1,1,1,1,1,2,2,8,3,5,opel
7,6,8,6,3,2,7,2,5,5,6,6,6,2,1,4,4,5,opel
7,9,10,5,2,2,8,2,7,9,6,7,6,2,4,9,4,7,opel
7,8,9,3,1,1,9,1,8,6,7,8,9,4,2,6,3,1,bus
3,5,5,3,3,2,3,6,1,5,3,2,5,2,1,1,5,6,van
9,10,9,4,1,1,10,1,10,8,9,10,10,4,1,6,2,1,bus
4,3,3,1,1,1,2,8,1,3,1,1,4,4,1,2,1,1,van
3,2,6,2,1,1,3,5,2,2,3,3,3,2,7,4,4,4,opel
7,7,9,5,3,2,7,2,5,7,5,6,6,2,2,5,4,6,saab
7,7,8,3,1,1,7,2,6,7,6,7,7,3,5,7,4,3,bus
6,7,9,5,2,1,7,2,6,6,6,7,7,3,4,2,5,3,bus
5,5,7,3,3,2,3,5,2,5,2,3,4,2,2,3,6,7,van
8,8,9,5,2,2,7,2,6,7,5,7,7,2,5,2,5,6,saab
4,3,5,3,3,1,3,6,2,3,3,2,2,2,2,6,7,7,bus
4,4,6,2,1,1,2,7,1,3,2,2,4,2,1,1,6,6,opel
6,6,9,5,2,2,6,2,5,5,5,5,5,2,1,2,5,6,saab
5,5,7,4,3,2,3,5,2,5,3,3,5,2,7,4,6,7,van
3,4,5,2,2,1,3,6,2,4,3,2,5,4,1,1,2,1,bus
4,4,4,2,2,2,2,7,1,4,2,2,4,2,3,2,5,6,van
2,4,4,1,1,1,3,6,2,5,3,2,5,3,4,4,1,1,bus
5,5,7,3,3,2,3,6,2,5,3,2,5,2,1,1,7,8,van
5,7,7,5,3,2,5,3,5,6,5,4,8,2,3,1,5,5,saab
5,3,6,3,2,1,5,4,4,3,4,4,4,2,2,8,5,7,saab
3,2,2,1,1,1,1,9,1,1,1,1,2,3,6,2,2,1,van
6,2,5,5,3,1,4,4,3,2,4,3,2,2,3,5,8,8,bus
4,2,5,3,2,2,3,6,2,3,2,2,1,1,1,6,7,8,saab
4,4,4,2,2,2,2,8,1,4,2,1,3,2,3,3,6,7,van
3,3,3,1,1,1,1,9,1,3,1,1,3,2,4,2,5,5,van
5,8,8,5,2,2,6,3,5,6,5,5,9,2,2,1,4,5,saab
4,4,5,2,1,1,3,6,2,4,2,2,4,2,6,6,4,4,saab
2,5,4,2,2,1,3,6,2,5,2,2,5,3,2,4,1,1,bus
5,7,7,2,2,2,3,6,3,8,3,3,5,3,3,2,2,4,van
8,5,8,5,2,2,5,3,5,5,4,5,4,1,6,5,7,8,opel
10,7,9,5,2,2,6,3,5,7,5,5,5,1,10,1,8,9,saab
4,5,5,3,2,1,2,7,1,4,2,2,4,3,2,1,4,4,van
7,8,9,6,3,2,7,2,6,7,6,6,6,2,1,4,4,5,opel
7,8,10,3,1,2,7,2,6,8,5,6,8,2,8,6,4,6,saab
3,4,5,1,1,2,3,6,2,4,3,2,5,3,1,3,2,1,bus
6,2,6,4,2,2,4,4,3,3,4,3,3,2,5,5,6,6,saab
4,3,5,3,3,1,3,6,2,3,2,2,3,2,3,4,6,7,bus
4,5,9,5,2,2,6,3,5,4,5,5,6,2,3,2,4,5,opel
4,2,6,3,2,2,2,6,2,2,2,2,2,1,1,8,6,7,saab
2,5,4,1,1,2,3,6,2,4,3,2,6,3,2,4,2,2,bus
6,6,10,5,2,2,6,2,5,6,5,6,4,1,1,2,6,7,opel
5,8,8,5,3,2,6,3,5,7,5,5,9,2,1,2,4,5,opel
4,4,5,2,2,1,3,6,2,4,3,2,3,3,3,3,3,3,bus
5,2,5,2,2,2,2,7,1,3,2,1,2,2,1,2,6,5,van
6,2,5,4,3,1,4,4,3,2,4,4,2,2,1,2,7,6,bus
5,5,9,5,3,2,6,3,5,4,5,5,6,2,2,5,5,6,saab
8,8,9,3,1,1,9,1,8,7,7,8,8,4,2,5,3,1,bus
9,7,9,5,2,2,7,2,6,6,5,6,5,2,5,3,5,7,saab
5,3,4,1,1,2,2,8,1,4,2,1,2,3,4,5,3,1,van
8,6,8,5,2,2,6,2,5,5,5,5,6,2,2,4,5,6,saab
4,4,4,3,2,2,2,8,1,4,2,1,4,1,2,1,9,10,van
4,5,9,5,3,2,6,3,5,4,5,5,5,2,1,6,4,5,opel
8,9,8,5,2,2,7,2,6,8,5,7,7,2,1,6,4,6,saab
4,2,2,1,1,1,1,10,1,2,1,1,3,2,5,6,4,3,van
3,4,4,1,1,1,3,6,2,4,2,2,4,4,3,3,1,1,bus
8,9,9,5,3,2,7,2,7,8,5,7,7,2,5,2,4,6,saab
5,2,5,1,1,2,1,8,1,3,2,1,1,2,1,4,5,3,van
10,8,9,5,2,2,7,2,6,7,6,7,7,2,7,1,4,6,saab
4,3,7,3,2,1,4,5,3,2,4,3,4,2,4,4,4,4,saab
3,4,4,1,1,1,3,6,2,4,2,2,5,4,4,1,1,1,bus
3,4,4,3,2,2,2,7,1,4,2,2,5,2,3,1,6,7,van
6,7,9,3,1,2,7,2,5,7,5,6,6,2,3,6,4,5,opel
6,5,7,4,2,1,6,3,5,5,5,5,5,2,1,7,6,6,bus
4,4,5,3,3,1,3,6,2,4,3,2,3,2,4,4,4,5,bus
3,3,2,1,1,1,2,8,1,4,1,1,4,4,4,2,1,1,van
3,2,4,2,1,1,1,9,1,2,1,1,3,1,10,2,7,7,opel
9,8,10,5,2,2,7,2,5,7,5,6,7,1,10,1,7,8,saab
7,9,9,4,2,2,7,2,6,8,5,6,7,3,7,3,4,5,opel
5,3,5,4,3,1,3,5,2,2,3,2,3,2,3,4,7,7,bus
4,4,6,2,2,2,3,6,2,4,3,2,4,2,2,4,4,6,van
3,2,3,2,1,1,2,7,1,2,1,1,3,3,4,1,3,3,opel
4,5,6,4,3,1,4,4,3,4,4,3,5,1,6,3,6,6,opel
5,6,7,5,3,1,5,3,4,5,4,4,6,2,4,5,8,7,bus
7,8,9,5,2,2,6,2,5,7,5,5,6,1,1,2,7,8,opel
2,4,4,2,2,1,3,6,2,4,3,2,4,3,1,1,2,2,bus
4,5,6,3,1,2,3,5,2,5,3,3,4,2,2,1,4,4,saab
7,7,10,4,1,2,7,2,6,7,5,6,8,2,4,3,4,5,saab
3,5,4,2,2,1,3,6,2,4,3,2,5,2,3,1,3,4,bus
2,2,3,1,1,1,2,7,2,2,2,2,3,3,2,1,2,1,saab
6,9,9,5,2,2,7,2,6,8,5,6,7,3,3,6,3,5,opel
3,3,5,2,1,1,2,7,1,2,2,2,4,2,8,2,4,3,opel
6,2,5,4,3,1,4,4,3,2,4,3,2,2,1,1,8,7,bus
4,6,6,2,1,2,3,6,3,7,3,3,5,3,1,1,2,4,van
3,4,4,1,1,1,3,6,2,4,3,2,5,4,2,4,2,1,bus
2,5,4,3,3,4,3,6,2,5,3,2,5,4,1,3,2,2,bus
4,6,7,3,2,2,4,5,3,7,3,3,5,2,2,4,3,5,van
7,8,10,5,2,2,8,2,7,8,6,7,6,2,7,8,5,8,saab
5,4,8,5,2,2,6,3,5,4,5,5,4,2,3,7,5,6,opel
5,4,9,4,2,2,5,3,5,3,4,4,5,2,5,6,5,6,saab
4,2,5,1,1,2,2,7,1,2,2,2,3,3,1,3,2,2,saab
7,9,8,6,3,2,8,2,7,8,5,7,7,2,3,4,4,5,opel
5,4,6,3,2,2,3,6,2,4,2,2,2,1,2,2,8,9,van
7,9,10,5,3,2,6,2,5,7,5,5,7,2,5,5,5,6,opel
8,9,8,5,2,2,8,2,7,8,5,7,7,2,5,4,4,5,opel
3,3,7,2,2,2,3,5,3,3,3,3,4,2,1,6,3,3,opel
5,7,8,4,2,2,5,4,4,6,4,4,4,1,1,1,8,9,opel
6,10,9,4,1,3,8,2,7,10,5,7,7,2,2,2,3,6,opel
4,4,4,1,1,1,2,8,1,4,2,1,4,2,5,5,4,4,van
5,7,6,2,1,2,4,5,3,7,3,3,5,3,4,3,2,4,van
6,2,5,4,3,1,3,5,2,2,2,2,1,1,1,4,9,9,bus
6,6,5,4,3,1,4,4,3,5,3,3,4,2,5,2,8,8,bus
8,7,10,5,2,2,7,2,6,6,6,6,7,2,8,3,5,6,saab
5,5,6,3,1,1,4,5,3,5,3,3,5,2,5,2,4,4,saab
2,2,2,1,1,1,2,7,1,2,2,2,3,4,7,1,2,1,saab
9,10,10,4,1,1,10,1,10,8,9,10,10,4,2,2,2,1,bus
4,5,4,2,2,2,2,6,1,5,2,2,5,2,2,3,4,5,van
5,5,6,3,2,2,4,5,3,5,3,3,5,2,6,1,6,6,saab
5,4,5,2,2,2,3,6,2,5,3,2,4,2,1,6,4,7,van
4,5,5,3,2,2,2,7,1,4,2,2,4,1,5,1,7,8,van
5,1,4,2,1,1,2,8,1,1,2,1,1,1,3,8,9,9,opel
5,3,7,4,2,2,4,4,3,3,4,3,3,2,4,7,4,5,saab
4,5,7,3,3,2,4,5,3,6,3,3,5,2,1,5,4,6,van
8,9,9,6,3,2,8,2,7,8,6,7,6,2,2,1,4,7,saab
3,2,6,2,2,1,2,7,1,1,2,2,3,1,1,7,5,5,saab
3,2,4,1,1,1,1,9,1,2,1,1,2,2,1,5,4,3,van
